nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
carpasinivores,InriaMecsci,GitHub,https://github.com/InriaMecsci/carpasinivores,Grain 3.0 : les carpasinivores,False,2012-07-04T13:03:00Z,2019-03-05T17:44:37Z,https://gitlab.inria.fr/mecsci/grains/carpasinivores,2,3,,0,JavaScript,
tetris-botte,InriaMecsci,GitHub,https://github.com/InriaMecsci/tetris-botte,Grain 3.0 : Tetris Botté,False,2012-07-04T13:04:30Z,2019-03-05T17:19:00Z,https://gitlab.inria.fr/mecsci/grains/tetris-botte,2,0,,0,JavaScript,
inriamecsci.github.com,InriaMecsci,GitHub,https://github.com/InriaMecsci/inriamecsci.github.com,InriaMecsci website,False,2012-07-20T05:04:58Z,2017-04-19T16:28:05Z,http://inriamecsci.github.io,1,1,,1,JavaScript,
carpasinivores-limejs,InriaMecsci,GitHub,https://github.com/InriaMecsci/carpasinivores-limejs,Grain 3.0 : les carpasinivores (version LimeJS),False,2012-10-25T12:27:15Z,2019-03-05T17:46:43Z,https://gitlab.inria.fr/mecsci/grains/carpasinivores-limejs,0,0,,0,JavaScript,
crepes,InriaMecsci,GitHub,https://github.com/InriaMecsci/crepes,Grain 3.0 : pile de crêpes,False,2013-02-14T15:17:42Z,2019-03-05T18:21:34Z,https://gitlab.inria.fr/mecsci/grains/crepes,1,0,,0,JavaScript,
voronoi-diagramme,InriaMecsci,GitHub,https://github.com/InriaMecsci/voronoi-diagramme,Grain 3.0 : Diagramme de Voronoï et triangulation de Delaunay,False,2013-02-14T15:28:47Z,2019-03-05T17:59:42Z,https://gitlab.inria.fr/mecsci/grains/voronoi-diagramme,0,1,,0,JavaScript,
automate-etats-finis-multiple-3,InriaMecsci,GitHub,https://github.com/InriaMecsci/automate-etats-finis-multiple-3,Grain 3.0 : automate à états finis pour les multiples de 3,False,2013-02-14T15:31:49Z,2019-03-05T17:38:18Z,https://gitlab.inria.fr/mecsci/grains/automate-etats-finis-multiple-3,0,0,,0,JavaScript,
machine-turing,InriaMecsci,GitHub,https://github.com/InriaMecsci/machine-turing,Grain 3.0 : machine de Turing,False,2013-02-14T15:43:38Z,2019-03-05T17:54:52Z,https://gitlab.inria.fr/mecsci/grains/machine-turing,2,0,,0,JavaScript,
methodes-tri,InriaMecsci,GitHub,https://github.com/InriaMecsci/methodes-tri,Grain 3.0 : méthodes de tri,False,2013-02-17T21:30:39Z,2019-03-05T17:15:55Z,https://gitlab.inria.fr/mecsci/grains/methodes-tri,3,2,,0,JavaScript,
zero,InriaMecsci,GitHub,https://github.com/InriaMecsci/zero,Grain 3.0 par défaut : squelette de départ,False,2013-03-22T22:06:50Z,2019-03-05T18:03:57Z,https://gitlab.inria.fr/mecsci/grains/zero,0,0,,0,JavaScript,
voronoi-jeu,InriaMecsci,GitHub,https://github.com/InriaMecsci/voronoi-jeu,Grain 3.0 : jeu de Voronoï,False,2013-04-24T11:31:19Z,2019-03-05T18:02:31Z,https://gitlab.inria.fr/mecsci/grains/voronoi-jeu,0,1,,0,JavaScript,
edel,InriaMecsci,GitHub,https://github.com/InriaMecsci/edel,Grain 3.0 : jeu d'Edel,False,2013-04-24T12:48:42Z,2019-03-05T17:52:34Z,https://gitlab.inria.fr/mecsci/grains/edel,0,0,,0,JavaScript,
Turing-2D,InriaMecsci,GitHub,https://github.com/InriaMecsci/Turing-2D,grain3.0:Turing-2D,False,2013-04-29T07:50:56Z,2019-03-05T17:34:15Z,https://gitlab.inria.fr/mecsci/grains/turing-2d,0,0,,0,JavaScript,
