nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
clipos.github.io,clipos,GitHub,https://github.com/clipos/clipos.github.io,,False,False,2018-09-12T15:17:41Z,2019-07-12T13:40:51Z,https://clip-os.org,19,0,Other,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos/clipos.github.io/directory/
docs,clipos,GitHub,https://github.com/clipos/docs,,False,False,2018-09-12T15:49:39Z,2019-07-09T13:50:54Z,https://docs.clip-os.org,7,0,Other,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos/docs/directory/
assets_crates-io,clipos,GitHub,https://github.com/clipos/assets_crates-io,Vendored Rust crates from crates.io,False,False,2018-09-20T09:26:04Z,2018-12-20T13:15:47Z,https://clip-os.org,2,0,,0,,,False,
assets_debian,clipos,GitHub,https://github.com/clipos/assets_debian,Vendored Debian packages with sources,False,False,2018-09-20T09:26:10Z,2018-12-20T13:15:51Z,https://clip-os.org,4,0,,0,,,False,
assets_distfiles,clipos,GitHub,https://github.com/clipos/assets_distfiles,Vendored Gentoo distfiles,False,False,2018-09-20T09:26:15Z,2019-07-08T16:51:11Z,https://clip-os.org,4,0,,0,Roff,,False,
assets_gentoo,clipos,GitHub,https://github.com/clipos/assets_gentoo,Vendored Gentoo Hardened stage3 rootfs,False,False,2018-09-20T09:26:20Z,2019-03-13T10:33:08Z,https://clip-os.org,3,0,,0,,,False,
assets_toolkit,clipos,GitHub,https://github.com/clipos/assets_toolkit,Vendored Python dependencies for toolkit,False,False,2018-09-20T09:26:25Z,2019-07-23T09:39:33Z,https://clip-os.org,4,0,,0,,,False,
bugs,clipos,GitHub,https://github.com/clipos/bugs,CLIP OS issue tracker,False,False,2018-09-20T09:26:30Z,2019-08-08T12:21:18Z,https://clip-os.org,22,1,,14,,,False,
manifest,clipos,GitHub,https://github.com/clipos/manifest,CLIP OS Manifest,False,False,2018-09-20T09:26:35Z,2019-07-09T09:54:35Z,https://clip-os.org,5,0,GNU Lesser General Public License v2.1,0,,,False,
products_clipos,clipos,GitHub,https://github.com/clipos/products_clipos,CLIP OS product recipes,False,False,2018-09-20T09:26:40Z,2019-07-09T14:32:18Z,https://clip-os.org,54,6,GNU Lesser General Public License v2.1,0,Shell,,False,
src_portage_clipos,clipos,GitHub,https://github.com/clipos/src_portage_clipos,CLIP OS portage overlay,False,False,2018-09-20T09:26:46Z,2019-07-09T14:34:17Z,https://clip-os.org,3,4,GNU General Public License v2.0,0,Shell,,False,
src_portage_gentoo,clipos,GitHub,https://github.com/clipos/src_portage_gentoo,Gentoo portage tree mirror for CLIP OS,False,False,2018-09-20T09:26:50Z,2019-03-13T10:35:39Z,https://clip-os.org,6,0,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos/src_portage_gentoo/directory/
toolkit,clipos,GitHub,https://github.com/clipos/toolkit,CLIP OS toolkit (cosmk),False,False,2018-09-20T09:28:58Z,2019-07-23T09:39:36Z,https://clip-os.org,16,4,GNU Lesser General Public License v2.1,0,Python,,False,
src_external_systemd,clipos,GitHub,https://github.com/clipos/src_external_systemd,systemd-stable mirror for CLIP OS,False,False,2018-09-20T09:29:02Z,2018-09-21T17:44:08Z,https://clip-os.org,4,0,,0,,,False,
src_external_linux,clipos,GitHub,https://github.com/clipos/src_external_linux,Linux kernel for CLIP OS with additional patches,False,False,2018-09-20T09:29:10Z,2019-06-20T15:13:49Z,https://clip-os.org,52,4,Other,0,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos/src_external_linux/directory/
src_platform_portage-derive,clipos,GitHub,https://github.com/clipos/src_platform_portage-derive,Tool to help keep a Portage tree up-to-date,False,True,2018-12-20T17:18:42Z,2019-07-22T16:39:12Z,,0,2,GNU Lesser General Public License v2.1,0,Python,,False,
src_platform_config-linux-hardware,clipos,GitHub,https://github.com/clipos/src_platform_config-linux-hardware,"Hardware-dependent components (profile definitions, configuration file sets, miscellaenous scripts, etc.)",False,False,2018-12-20T17:19:34Z,2019-06-20T15:10:44Z,,0,0,GNU Lesser General Public License v2.1,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos/src_platform_config-linux-hardware/directory/
buildbot,clipos,GitHub,https://github.com/clipos/buildbot,Buildbot buildmaster configuration/setup project for the CLIP OS Project continuous integration system,False,False,2019-02-04T10:36:56Z,2019-08-02T15:16:50Z,,0,0,GNU Lesser General Public License v2.1,0,Python,,False,
